,Date,Artist,Title,Time
2214,2023-03-23 18:48,Lotte Kestner,How to Disappear Completely,184818
2215,2023-03-23 18:45,The Mayries,As It Was,176542
2216,2023-03-23 18:42,who's heather,apologize,178983
2217,2023-03-23 18:39,OSIS,Wonderwall,144358
2218,2023-03-23 18:37,Jada Facer,Summertime Sadness (Acoustic),159413
2219,2023-03-23 18:34,John T,Heartbeats,162783
2220,2023-03-23 18:17,Dan Berk,Hold On,170034
2221,2023-03-23 18:14,Zak Manley,Hang with Me,187965
2222,2023-03-23 18:11,Marcus & Martinus,Wicked Game,149702
2223,2023-03-23 18:09,aeseaes,Running Up That Hill,269066
2224,2023-03-23 18:04,Mother's Daughter,Glimpse of Us,232003
2225,2023-03-23 18:01,Beth,Wrecking Ball - Acoustic,176428
2226,2023-03-23 17:58,Linn Brikell,Giant,179510
2227,2023-03-23 17:55,Bailey Jehl,Iris,165223
2228,2023-03-23 17:52,who's heather,she's all i wanna be,197357
2229,2023-03-23 17:48,Jessy Hayden,Chasing Cars (Acoustic),23547
2230,2023-03-23 17:48,Heather Nova,Fireproof,68438
2231,2023-03-23 12:53,Roses & Frey,Wake Me Up,185554
2232,2023-03-23 12:40,VDVM,Ghost - Acoustic,151374
2233,2023-03-23 12:38,Jonah Baker,Shallow - Acoustic,196056
2234,2023-03-23 12:35,Roberta Loki,Sparks,256730
2235,2023-03-23 12:30,Ryan Cheung,Edge of Desire,331108
2236,2023-03-23 12:24,Michael Shynes,We Found Love,173065
2237,2023-03-23 12:20,Rachel Grae,It'll Be Okay,2785
2238,2023-03-23 12:20,Reason,Anyone,65171
2239,2023-03-23 12:19,Roses & Revolutions,Boulevard of Broken Dreams,190937
2240,2023-03-23 12:16,Clementine Duo,Cold Heart,188742
2241,2023-03-23 12:13,Jada Facer,Summertime Sadness (Acoustic),159413
2242,2023-03-23 12:10,Bailey Jehl,The Reason,71689
2243,2023-03-23 12:09,Canyon City,Fix You,261666
2244,2023-03-23 12:05,Kim & Otto,Better Now (Acoustic),220070
2245,2023-03-23 12:01,Simon Sage,Circles,132024
2246,2023-03-23 11:59,Sighting,Anti-Hero,223625
2247,2023-03-23 11:56,The Mayries,As It Was,176542
2248,2023-03-23 11:53,Marcus & Martinus,Wicked Game,140310
2249,2023-03-23 11:47,Bailey Jehl,Apologize,49364
2250,2023-03-23 10:59,ARMNHMR,Falling Apart - Acoustic,176051
2251,2023-03-23 10:56,Kim & Otto,Better Now (Acoustic),220070
2252,2023-03-23 10:52,Reason,Attention,150728
2253,2023-03-23 10:50,Kim & Otto,We Found Love - Acoustic,157714
2254,2023-03-23 10:48,Killian Turner,As It Was,226285
2255,2023-03-23 10:44,Linus Svenning,HURTFUL,146000
2256,2023-03-23 10:42,Graham Carter,WITHOUT ME,180998
2257,2023-03-23 10:39,Veason,Czas,62103
2258,2023-03-23 10:38,Marshmello,Bye Bye,104133
2259,2023-03-23 10:36,E V,Upadły Człowiek,140120
2260,2023-03-23 10:34,Bedoes 2115,Jesteś ładniejsza niż na zdjęciach (na zawsze),173599
2261,2023-03-23 10:31,Sam Smith,Fire On Fire,242561
2262,2023-03-23 10:27,Aymi,nieważne,126982
2263,2023-03-23 10:13,Eminem,Mockingbird,249818
2264,2023-03-23 10:08,sanah,ten Stan,48938
2265,2023-03-23 10:08,Conan Gray,Heather,3481
2266,2023-03-23 10:06,347aidan,MEMORIES!,124005
2267,2023-03-23 10:04,RIP SCOTTY,Na Pół,1111
2268,2023-03-23 10:04,Kacper HTA,Zbrodnia i kara,3579
2269,2023-03-23 10:04,SYML,Where's My Love,0
2270,2023-03-23 10:04,charlieonnafriday,After Hours,3008
2271,2023-03-23 10:04,James Arthur,Train Wreck,739
2272,2023-03-23 10:04,margiela,przepraszam,152119
2273,2023-03-23 10:04,Natalie Taylor,Surrender,1179
2274,2023-03-23 10:04,Cyrko,GIFY JAKI TO FILM?,830
2275,2023-03-23 10:01,Gibbs,Nigdy albo zawsze,215495
2276,2023-03-23 09:58,sanah,Szary świat,198110
2277,2023-03-23 09:55,BoyWithUke,IDGAF (with blackbear),138461
2278,2023-03-23 09:52,Tate McRae,feel like shit,177482
2279,2023-03-23 09:49,BoyWithUke,Toxic,164057
2280,2023-03-23 09:47,Kacper HTA,Iluzja,187791
2281,2023-03-23 09:44,Doli,spadająca gwiazda,143227
2282,2023-03-23 09:41,Lupe Fiasco,Battle Scars (with Guy Sebastian),1519
2283,2023-03-23 09:41,slō,another love - slowed + reverb,1647
2284,2023-03-23 09:41,Bedoes 2115,Smoki,174652
2285,2023-03-23 09:38,Munn,can you hear me?,183195
2286,2023-03-23 09:35,He Is We,I Wouldn't Mind,192355
2287,2023-03-23 09:25,charlieonnafriday,After Hours,129261
2288,2023-03-23 09:10,Josh A,Pain,158907
2289,2023-03-23 09:08,Conan Gray,Heather,191780
2290,2023-03-23 09:05,Tate McRae,feel like shit,178139
2291,2023-03-23 09:02,PEGE,Udajemy,131835
2292,2023-03-23 09:00,RIP SCOTTY,Na Pół,164445
2293,2023-03-23 08:57,Veason,Czas,161499
2294,2023-03-23 08:54,sanah,Pora roku zła,168056
2295,2023-03-23 08:52,sanah,Nic dwa razy (W. Szymborska),178060
2296,2023-03-23 08:49,Tymek,Lekarstwo,120210
2297,2023-03-23 08:47,Bryan,Ile dałbym,111520
2298,2023-03-23 08:45,Kacper HTA,Zbrodnia i kara,224980
2299,2023-03-23 08:41,Eminem,Mockingbird,250760
2300,2023-03-23 08:35,BoyWithUke,IDGAF (with blackbear),138485
2301,2023-03-23 08:33,margiela,przepraszam,170240
2302,2023-03-23 08:30,Bryan,Ile dałbym,111550
2303,2023-03-23 08:28,Sam Smith,Fire On Fire,35549
2304,2023-03-23 08:11,Tymek,Lekarstwo,120183
2305,2023-03-23 08:09,Gibbs,Nigdy albo zawsze,216244
2306,2023-03-23 08:05,sanah,Mamo tyś płakała,175170
2307,2023-03-23 08:03,Tate McRae,feel like shit,177399
2308,2023-03-23 08:00,Conan Gray,Heather,191780
2309,2023-03-23 07:57,sanah,Nic dwa razy (W. Szymborska),180068
2310,2023-03-23 07:54,obi,Wiatr,175750
2311,2023-03-23 07:51,Bedoes 2115,Jesteś ładniejsza niż na zdjęciach (na zawsze),153905
2312,2023-03-23 07:48,Kacper HTA,Zbrodnia i kara,271926
2313,2023-03-23 07:44,Sam Smith,Fire On Fire,58311
2314,2023-03-23 07:43,Sobel,"Cześć, jak się masz?",192197
2315,2023-03-23 07:40,Sobel,Wygladasz Tak Pięknie,187076
2316,2023-03-23 07:36,Eminem,Mockingbird,249861
2317,2023-03-23 07:32,Josh A,Pain,157409
2318,2023-03-23 07:30,Tymek,Lekarstwo,120150
2319,2023-03-23 07:28,Papithbk,Why Am I Waiting,76239
2320,2023-03-23 07:27,Alec Chambers,Without Me,113830
2321,2023-03-23 07:25,sanah,ten Stan,219275
2322,2023-03-23 07:21,347aidan,MEMORIES!,117385
2323,2023-03-23 07:19,obi,Wiatr,169455
2324,2023-03-23 07:17,Cyrko,GIFY JAKI TO FILM?,120110
2325,2023-03-23 07:15,slō,another love - slowed + reverb,288301
2326,2023-03-23 07:10,itssvd,Losing Interest,108798
2327,2023-03-23 07:08,Munn,can you hear me?,183240
2328,2023-03-23 07:05,Alex & Sierra,Little Do You Know,179276
2329,2023-03-23 07:02,sanah,Pora roku zła,167666
2330,2023-03-23 06:59,The Kid LAROI,Love Again,129609
2331,2023-03-23 06:57,Kacper HTA,Iluzja,189235
2332,2023-03-23 06:54,Nessa Barrett,die first,174833
2333,2023-03-23 06:51,Bryan,Ile dałbym,111505
2334,2023-03-23 06:50,Duncan Laurence,Arcade (feat. FLETCHER),156073
2335,2023-03-23 06:47,Beowülf,savior,106430
2336,2023-03-23 06:45,Seafret,Atlantis - Extra Sped Up Version,169510
2337,2023-03-23 06:43,Bryan,Ile dałbym,110252
2338,2023-03-23 06:41,Zoe Wees,Control,224192
2339,2023-03-23 06:37,Conan Gray,Heather,191720
2340,2023-03-23 06:34,Elley Duhé,MIDDLE OF THE NIGHT,172093
2341,2023-03-23 06:31,James Arthur,Impossible,199763
2342,2023-03-23 06:28,Mimi Webb,Before I Go,184495
2343,2023-03-23 06:25,Sobel,Presja,249480
2344,2023-03-23 06:21,James Arthur,Train Wreck,192433
2345,2023-03-23 06:18,NF,Paralyzed,225325
2346,2023-03-23 06:10,sanah,Hymn (J. Słowacki),246210
2347,2023-03-23 06:06,JP Saxe,If the World Was Ending (feat. Julia Michaels),205821
2348,2023-03-23 06:03,itssvd,Losing Interest,97995
2349,2023-03-23 06:01,SLANDER,Love Is Gone,237329
2350,2023-03-23 05:57,TKM,Jeden Buziak,164407
2351,2023-03-23 05:55,Lewis Capaldi,Before You Go,210186
2352,2023-03-23 05:51,Synymata,Where Does Love Go,254819
2353,2023-03-23 05:47,Dawider,Kartka z pamiętnika,213527
2354,2023-03-23 05:43,Bryan,Na zawsze,167172
2355,2023-03-23 05:41,MIIA,Dynasty,218208
2356,2023-03-23 05:37,Monty Datta,Can't Love Myself,116570
2357,2023-03-23 05:35,Natalie Taylor,Surrender,158415
2358,2023-03-23 05:33,Kurt Hugo Schneider,All Time Low,190688
2359,2023-03-23 05:29,Olivia Rodrigo,drivers license,234385
2360,2023-03-23 05:26,Jubël,4AM (feat. HOLT.),181085
2361,2023-03-23 05:23,Yiruma,River Flows In You,150210
2362,2023-03-23 05:20,Alec Benjamin,Let Me Down Slowly,0
2363,2023-03-23 05:20,MIIA,Dynasty,0
2364,2023-03-23 05:19,Alec Benjamin,Let Me Down Slowly,0
2365,2023-03-23 05:19,MIIA,Dynasty,0
2366,2023-03-22 17:12,Lewis Capaldi,Before You Go,17854
2367,2023-03-22 16:52,Conan Gray,Heather,191749
2368,2023-03-22 16:49,Duncan Laurence,Arcade (feat. FLETCHER),172156
2369,2023-03-22 16:46,Kurt Hugo Schneider,Sweater Weather,222630
2370,2023-03-22 16:42,Yiruma,River Flows In You,150198
2371,2023-03-22 16:39,Yiruma,River Flows In You,188786
2372,2023-03-22 16:39,Ruth B.,Dandelions,42473
2373,2023-03-22 16:36,Bryan,Ile dałbym,111550
2374,2023-03-22 16:34,Sobel,Presja,42963
2375,2023-03-22 16:33,jxdn,Pray,116770
2376,2023-03-22 16:31,blackbear,idfc,192814
2377,2023-03-22 16:28,Eminem,Mockingbird,249852
2378,2023-03-22 16:24,fenekot,Let Me Down Slowly,96986
2379,2023-03-22 16:22,Lewis Capaldi,Before You Go,210144
2380,2023-03-22 16:19,Monty Datta,Can't Love Myself,116599
2381,2023-03-22 16:17,MIIA,Dynasty,216425
2382,2023-03-22 16:13,Dawider,Kartka z pamiętnika,212000
2383,2023-03-22 16:10,James Arthur,Train Wreck,192107
2384,2023-03-22 16:07,Yiruma,River Flows In You,150150
2385,2023-03-22 16:04,Beowülf,savior,106460
2386,2023-03-22 16:02,Kina,Can We Kiss Forever?,1098
2387,2023-03-22 16:02,Ola Olszewska,Czy To Nadal Ja,3460
2388,2023-03-22 16:02,Yiruma,River Flows In You,799
2389,2023-03-22 16:02,Przyłu,Usta,52351
2390,2023-03-22 16:02,Beowülf,savior,1377
2391,2023-03-22 16:01,sanah,Nic dwa razy (W. Szymborska),180560
2392,2023-03-22 15:59,Sasha Alex Sloan,Dancing With Your Ghost,188845
2393,2023-03-22 15:55,NF,Paralyzed,79170
2394,2023-03-22 15:54,JP Saxe,If the World Was Ending (feat. Julia Michaels),206943
2395,2023-03-22 15:51,Kurt Hugo Schneider,All Time Low,189089
2396,2023-03-22 15:47,sanah,To koniec,188950
2397,2023-03-22 15:44,Kurt Hugo Schneider,All Time Low,892
2398,2023-03-22 15:44,Duncan Laurence,Arcade (feat. FLETCHER),45510
2399,2023-03-22 15:44,sanah,To koniec,1226
2400,2023-03-22 15:43,Duncan Laurence,Arcade,159257
2401,2023-03-22 15:41,itssvd,Losing Interest,98687
2402,2023-03-22 15:39,Jubël,4AM (feat. HOLT.),186663
2403,2023-03-22 15:36,Synymata,Where Does Love Go,1518
2404,2023-03-22 15:36,Zoe Wees,Control,1348
2405,2023-03-22 15:36,Elley Duhé,MIDDLE OF THE NIGHT,1361
2406,2023-03-22 15:36,Dean Lewis,Be Alright,865
2407,2023-03-22 15:36,TKM,Jeden Buziak,845
2408,2023-03-22 15:36,Alec Benjamin,Water Fountain,1222
2409,2023-03-22 15:36,Ruth B.,Dandelions,1112
2410,2023-03-22 15:36,Kukon,kokaina nie pomaga ci w depresji,929
2411,2023-03-22 15:36,Olivia Rodrigo,drivers license,1355
2412,2023-03-22 15:36,Bruno Mars,Talking to the Moon,1592
2413,2023-03-22 15:36,Mimi Webb,Before I Go,1180
2414,2023-03-22 15:36,E V,Chciałem Ci Powiedzieć,984
2415,2023-03-22 15:36,SLANDER,Love Is Gone,1141
2416,2023-03-22 15:36,Bryan,Na zawsze,32091
2417,2023-03-22 15:35,James Arthur,Impossible,199470
2418,2023-03-22 15:32,Dean Lewis,Waves,231369
2419,2023-03-22 15:28,Natalie Taylor,Surrender,158683
2420,2023-03-22 15:26,Bryan,Ile dałbym,111490
2421,2023-03-22 15:24,jxdn,Pray,1863
2422,2023-03-22 15:24,Kurt Hugo Schneider,Sweater Weather,119497
2423,2023-03-22 15:24,Kurt Hugo Schneider,All Time Low,1542
2424,2023-03-22 15:24,JP Saxe,If the World Was Ending (feat. Julia Michaels),4835
2425,2023-03-22 15:24,Mimi Webb,Before I Go,1394
2426,2023-03-22 15:22,Alec Benjamin,Water Fountain,189948
2427,2023-03-22 15:19,NF,Paralyzed,227187
2428,2023-03-22 15:15,Synymata,Where Does Love Go,254851
2429,2023-03-22 15:09,Zoe Wees,Control,224082
2430,2023-03-22 15:06,Elley Duhé,MIDDLE OF THE NIGHT,170147
2431,2023-03-22 15:03,Ola Olszewska,Czy To Nadal Ja,186570
2432,2023-03-22 15:00,SYML,Where's My Love,173517
2433,2023-03-22 14:57,blackbear,idfc,192842
2434,2023-03-22 14:54,Dawider,Kartka z pamiętnika,213523
2435,2023-03-22 14:50,Bryan,Na zawsze,167745
2436,2023-03-22 14:48,Jubël,4AM (feat. HOLT.),183418
2437,2023-03-22 14:38,Bryan,Ile dałbym,111490
2438,2023-03-22 14:36,Dawider,Kartka z pamiętnika,9736
2439,2023-03-22 14:36,sanah,Hymn (J. Słowacki),2312
2440,2023-03-22 14:36,NF,Paralyzed,20282
2441,2023-03-22 13:10,sanah,To koniec,135813
2442,2023-03-22 12:37,Kukon,kokaina nie pomaga ci w depresji,155784
2443,2023-03-22 12:34,TKM,Jeden Buziak,164800
2444,2023-03-22 12:32,Przyłu,Usta,196445
2445,2023-03-22 12:28,Jubël,4AM (feat. HOLT.),182125
2446,2023-03-22 12:25,Lewis Capaldi,Before You Go,210186
2447,2023-03-22 12:22,fenekot,Let Me Down Slowly,96986
2448,2023-03-22 12:20,Alec Benjamin,Let Me Down Slowly,1073
2449,2023-03-22 12:20,Monty Datta,Can't Love Myself,3819
2450,2023-03-22 12:20,Seafret,Atlantis - Extra Sped Up Version,97436
2451,2023-03-22 12:20,fenekot,Let Me Down Slowly,2267
2452,2023-03-22 12:20,Lewis Capaldi,Before You Go,1065
2453,2023-03-22 12:19,Kurt Hugo Schneider,Sweater Weather,222690
2454,2023-03-22 12:15,Bryan,Ile dałbym,111531
2455,2023-03-22 12:13,Sasha Alex Sloan,Dancing With Your Ghost,2820
2456,2023-03-22 12:13,Sasha Alex Sloan,Older,157501
2457,2023-03-22 12:13,SLANDER,Love Is Gone,1510
2458,2023-03-22 12:10,E V,Chciałem Ci Powiedzieć,132480
2459,2023-03-22 12:08,Dawider,Kartka z pamiętnika,214099
2460,2023-03-22 12:05,Kurt Hugo Schneider,All Time Low,188352
2461,2023-03-22 12:02,Zoe Wees,Control,222312
2462,2023-03-22 11:58,Yiruma,River Flows In You,150210
2463,2023-03-22 11:55,The Mayries,Overpass Graffiti,170709
2464,2023-03-22 11:55,Duncan Laurence,Arcade,730
2465,2023-03-22 11:53,who's heather,apologize,178983
2466,2023-03-22 11:50,Norah Davis,All of me - Acoustic,268551
2467,2023-03-22 11:45,Norah Davis,Jealous (Acoustic),211639
2468,2023-03-22 11:42,VDVM,Ghost - Acoustic,151373
2469,2023-03-22 11:40,Lotte Kestner,How to Disappear Completely,331264
2470,2023-03-22 11:34,Mother's Daughter,Forget Me,199994
2471,2023-03-22 11:31,Beth,The Scientist - Acoustic,207093
2472,2023-03-22 11:28,The Mayries,Lavender Haze,223437
2473,2023-03-22 11:24,Kim & Otto,We Found Love - Acoustic,157714
2474,2023-03-22 11:22,VDVM,Just the Two of Us - Acoustic,186008
2475,2023-03-22 11:19,Amber Leigh Irish,Save Your Tears - Acoustic,177818
2476,2023-03-22 11:16,JML,see you soon,158647
2477,2023-03-22 11:13,VDVM,She Will Be Loved - Acoustic,258171
2478,2023-03-22 11:09,Fox & Hart,Call Your Girlfriend - Acoustic,231250
2479,2023-03-22 11:05,Isaac Hale,STAY,132789
2480,2023-03-22 11:03,Mother's Daughter,Glimpse of Us,232003
2481,2023-03-22 10:59,Simon Sage,Circles,132024
2482,2023-03-22 10:57,Kim & Otto,Better Now (Acoustic),220070
2483,2023-03-22 10:54,aeseaes,Running Up That Hill,269066
2484,2023-03-22 10:49,POOL KIDS,Nights Like This (Acoustic),130101
2485,2023-03-22 10:47,VDVM,Say something - Acoustic,206301
2486,2023-03-22 10:44,Canyon City,Fix You,261666
2487,2023-03-22 10:40,Sighting,Anti-Hero,223625
2488,2023-03-22 10:36,who's heather,she's all i wanna be,197357
2489,2023-03-22 10:33,Marcus & Martinus,Wicked Game,149702
2490,2023-03-22 10:31,Fox & Hart,Visiting Hours (Acoustic),197202
2491,2023-03-22 10:27,Marco Foster,Crying (feat. Kaelin Kost),180000
2492,2023-03-22 10:24,Jessy Hayden,Chasing Cars (Acoustic),221762
2493,2023-03-22 10:21,AVAION,Hope,10194
2494,2023-03-22 10:21,Hartness,Goosebumps,153968
2495,2023-03-22 10:21,3LAU,Game Time (feat. Ninja),8555
2496,2023-03-22 10:18,Naeleck,Virtual Gaming - Tokyo Machine Remix,215625
2497,2023-03-22 10:14,Naeleck,All My Heroes - Curbi Remix,76998
2498,2023-03-22 10:14,RED SHORTS BOY,Beach Monsta,3118
2499,2023-03-22 10:13,The FifthGuys,Enemy,112000
2500,2023-03-22 10:07,Naeleck,Creep - BYOR Remix,1964
2501,2023-03-22 10:07,Valy Mo,Away - BYOR Remix,2280
2502,2023-03-22 10:07,Thomas Nan,Compromise (feat. Adam Jaymes),68844
2503,2023-03-22 10:06,CHENDA,Smooth Criminal,184683
2504,2023-03-22 10:03,Kløn,In Bloom,151000
2505,2023-03-22 10:00,Bombs Away,Running Up That Hill,164745
2506,2023-03-22 09:58,Tiësto,The Motto,164818
2507,2023-03-22 09:55,3LAU,Game Time (feat. Ninja),85344
2508,2023-03-22 09:54,Naeleck,Dark is All I See,117341
2509,2023-03-22 09:52,Kage,Right Here,140292
2510,2023-03-22 09:49,Vowed,Feeling Inside,157251
2511,2023-03-22 09:47,Karl Wolf,Space to Love,150588
2512,2023-03-22 09:45,Braaheim,Rhythm Is A Dancer,147227
2513,2023-03-22 09:42,Naeleck,Creep - BYOR Remix,123748
2514,2023-03-22 09:40,Imanbek,Belly Dancer,151475
2515,2023-03-22 09:38,DJ Fluke,Seven Nation Army,156309
2516,2023-03-22 09:35,Alec Benjamin,Let Me Down Slowly,0
2517,2023-03-22 09:35,MIIA,Dynasty,0
2518,2023-03-22 00:57,Audien,Drifting Away,0
2519,2023-03-22 00:57,Serhat Durmus,My Feelings,207692
2520,2023-03-22 00:57,Gabry Ponte,Thunder,587
2521,2023-03-22 00:57,Seven Lions,Stop Thinking (feat. Lights),725
2522,2023-03-22 00:57,Seven Lions,Stop Thinking (feat. Lights),0
2523,2023-03-22 00:57,The Walkers,Unity,0
2524,2023-03-22 00:57,Clara La San,In This Darkness,12591
2525,2023-03-22 00:57,DJ Fluke,Seven Nation Army,0
2526,2023-03-22 00:57,Amy Macdonald,This Is The Life,0
2527,2023-03-22 00:57,Amy Macdonald,This Is The Life,734
2528,2023-03-22 00:57,David Guetta,I'm Good (Blue),1760
2529,2023-03-22 00:57,David Guetta,I'm Good (Blue),0
2530,2023-03-22 00:57,Ed Sheeran,Shape of You,0
2531,2023-03-22 00:57,Dean Lewis,How Do I Say Goodbye,0
2532,2023-03-22 00:57,James Arthur,Car's Outside,0
2533,2023-03-22 00:54,Serhat Durmus,My Feelings,2170
2534,2023-03-22 00:54,Seven Lions,Stop Thinking (feat. Lights),1640
2535,2023-03-22 00:54,Clara La San,In This Darkness,6660
2536,2023-03-22 00:54,Tinlicker,Because You Move Me,176433
2537,2023-03-22 00:51,AVAION,Hope,193420
2538,2023-03-22 00:47,Harry Styles,Sign of the Times,8670
2539,2023-03-22 00:47,James Bay,Let It Go - James Bay Spotify Session 2015,17870
2540,2023-03-22 00:47,Graham Carter,WITHOUT ME,33800
2541,2023-03-22 00:46,Jubël,4AM (feat. HOLT.),0
2542,2023-03-22 00:46,Oliver Tree,Here We Go Again,0
2543,2023-03-22 00:46,Tungevaag,Ride With Me (feat. Kid Ink) - Blasterjaxx & Tungevaag Remix,0
2544,2023-03-22 00:46,Jaymes Young,Infinity (PRETTY YOUNG Remix),306
2545,2023-03-22 00:46,Jaymes Young,Infinity (PRETTY YOUNG Remix),1176
2546,2023-03-22 00:46,Jaymes Young,Infinity (PRETTY YOUNG Remix),0
2547,2023-03-22 00:46,David Guetta,I'm Good (Blue),0
2548,2023-03-22 00:46,EKS,Nic Nie Musisz Mówić Nic,214261
2549,2023-03-22 00:46,Armin van Buuren,La Bomba,0
2550,2023-03-22 00:46,Armin van Buuren,La Bomba,330
2551,2023-03-22 00:46,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),90
2552,2023-03-22 00:46,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),450
2553,2023-03-22 00:46,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),8440
2554,2023-03-22 00:42,B3nte,La La La,135692
2555,2023-03-22 00:40,The Verkkars,Flashbang dance (feat. n0thing),159840
2556,2023-03-22 00:38,Jim Yosef,Stamp On The Ground,136503
2557,2023-03-22 00:36,W&W,Rave Love,189000
2558,2023-03-22 00:33,Xanemusic,International Love - Remix,208645
2559,2023-03-22 00:29,JPB,High (feat. Aleesia),148800
2560,2023-03-22 00:27,Dot Exe,Monster,223092
2561,2023-03-22 00:23,Avancada,Xplode (ASOT 830),87269
2562,2023-03-22 00:22,Whiteout,Now You're Gone,146666
2563,2023-03-22 00:19,Audiogroove,Live Your Life,277813
2564,2023-03-22 00:15,Nightcore Reloaded,Anima Libera,155764
2565,2023-03-22 00:12,Rub!k,Shine,184224
2566,2023-03-22 00:09,2 VIVE,Love The Way You Lie,143217
2567,2023-03-22 00:07,KYANU,Ghost,131475
2568,2023-03-22 00:05,DJ多多,Leave Me Alone - DJ版,123182
2569,2023-03-22 00:03,YungMoneyChasers,I'm Good (Sped Up),152543
2570,2023-03-22 00:01,FLUUX,Only Girl,162720
2571,2023-03-21 23:58,BBX,Crazy - CandyCrash Remix,213800
2572,2023-03-21 23:55,Jinkevs,DTB,128892
2573,2023-03-21 23:53,Kush Kush,I'm Blue - Club Mix,150000
2574,2023-03-21 23:50,Nerds At Raves,River Flows in You,228527
2575,2023-03-21 23:46,Jerome,Home,166518
2576,2023-03-21 23:44,TEABOY,All The Things She Said - Teaboy Flip,164327
2577,2023-03-21 23:41,Chris Yank,Холодно,147338
2578,2023-03-21 23:39,Bisken,Moonlight,130915
2579,2023-03-21 23:37,Empyre One,Mirrors - Radio Edit,216676
2580,2023-03-21 23:33,TMW,Boots,161000
2581,2023-03-21 23:31,Clubhunterz,Hall Of Fame,175781
2582,2023-03-21 23:28,Olivund,River Flows In You (Remix),264338
2583,2023-03-21 23:23,EKS,Nic Nie Musisz Mówić Nic,248058
2584,2023-03-21 23:19,B3nte,La La La,135692
2585,2023-03-21 23:17,The Verkkars,Flashbang dance (feat. n0thing),159840
2586,2023-03-21 23:15,Jim Yosef,Stamp On The Ground,136503
2587,2023-03-21 23:13,W&W,Rave Love,189000
2588,2023-03-21 23:09,Xanemusic,International Love - Remix,208645
2589,2023-03-21 23:06,JPB,High (feat. Aleesia),148800
2590,2023-03-21 23:04,Dot Exe,Monster,223092
2591,2023-03-21 23:00,Avancada,Xplode (ASOT 830),87269
2592,2023-03-21 22:59,Whiteout,Now You're Gone,146666
2593,2023-03-21 22:56,Audiogroove,Live Your Life,277813
2594,2023-03-21 22:52,Nightcore Reloaded,Anima Libera,155764
2595,2023-03-21 22:49,Rub!k,Shine,184224
2596,2023-03-21 22:46,2 VIVE,Love The Way You Lie,143217
2597,2023-03-21 22:44,KYANU,Ghost,131475
2598,2023-03-21 22:42,DJ多多,Leave Me Alone - DJ版,123182
2599,2023-03-21 22:40,YungMoneyChasers,I'm Good (Sped Up),152543
2600,2023-03-21 22:38,FLUUX,Only Girl,162720
2601,2023-03-21 22:35,BBX,Crazy - CandyCrash Remix,213800
2602,2023-03-21 22:32,Jinkevs,DTB,128892
2603,2023-03-21 22:30,Kush Kush,I'm Blue - Club Mix,150000
2604,2023-03-21 22:27,Nerds At Raves,River Flows in You,228527
2605,2023-03-21 22:23,Jerome,Home,166518
2606,2023-03-21 22:21,TEABOY,All The Things She Said - Teaboy Flip,164327
2607,2023-03-21 22:18,Chris Yank,Холодно,147338
2608,2023-03-21 22:16,Bisken,Moonlight,130915
2609,2023-03-21 22:14,Empyre One,Mirrors - Radio Edit,216676
2610,2023-03-21 22:10,Kacper Blonsky,Zew,164928
2611,2023-03-21 22:07,Białas,Uzi,72851
2612,2023-03-21 22:06,Opał,Widnokrąg,229411
2613,2023-03-21 22:03,Otaku,Again (Full Metal) - slowed + reverb,154592
2614,2023-03-21 22:00,obi,dlaczego się boisz mnie?,168002
2615,2023-03-21 21:57,slō,a&w - slowed + reverb,498691
2616,2023-03-21 21:49,Tiësto,All Nighter,134880
2617,2023-03-21 21:47,Duncan Laurence,Skyboy,211613
2618,2023-03-21 21:44,SHADXWBXRN,NECRONOMICON,109090
2619,2023-03-21 21:42,KUTE,EVERY NIGHT,128400
2620,2023-03-21 21:40,Oliver Heldens,Désenchantée (Oli’s EuroRave Mix),217673
2621,2023-03-21 21:36,NEFFEX,Collapse,170666
2622,2023-03-21 21:34,Mike Shinoda,In My Head,172466
2623,2023-03-21 21:31,League of Legends,"Milio, the Gentle Flame - Champion Theme",253500
2624,2023-03-21 21:27,S3RL,This One Goes Out To You - Bumloco Remix,191400
2625,2023-03-21 21:24,ODESZA,To Be Yours (feat. Claud),211782
2626,2023-03-21 21:20,The FifthGuys,PARABELLUM,132015
2627,2023-03-21 21:18,Neptunica,Marble - Marc Blou Remix,207230
2628,2023-03-21 21:15,Elley Duhé,FACE MYSELF,227903
2629,2023-03-21 21:11,Ray Dalton,Do It Again,175671
2630,2023-03-21 21:08,BENITO,2PM,181206
2631,2023-03-21 21:05,DCX,Let's Mennään,199687
2632,2023-03-21 21:02,Lewis Capaldi,How I'm Feeling Now,226440
2633,2023-03-21 20:58,FORGOTTENAGE,GAME OVER,144406
2634,2023-03-21 20:56,Imanbek,Sunglasses,149165
2635,2023-03-21 20:54,Żabson,Kocham Cię,226213
2636,2023-03-21 20:50,g3ox_em,Singularity,130677
2637,2023-03-21 20:48,Blasty B,Glow,89161
2638,2023-03-21 20:46,NGHTMRE,Shady Intentions (feat. Tori Levett) - VIP,101145
2639,2023-03-21 20:45,NGHTMRE,Shady Intentions (feat. Tori Levett) - VIP,77470
2640,2023-03-21 20:44,DVRST,WALK IN PARADISE,216000
2641,2023-03-21 20:40,Azido 88,Low Profile,144000
