title,type,number_of_episodes,genres,popularity,actress,SumOfTime,Dates,TMBDid,Release Date
How I Met Your Mother,series,197,['Comedy'],129.072,"['Josh Radnor', 'Neil Patrick Harris', 'Jason Segel', 'Alyson Hannigan', 'Cobie Smulders', 'Cristin Milioti']",,"['1/6/21', '1/5/21', '1/5/21', '4/22/20', '4/22/20', '4/22/20', '4/22/20', '4/22/20', '4/22/20', '4/22/20', '4/21/20', '4/21/20', '4/21/20', '4/21/20', '4/21/20', '4/21/20', '4/20/20', '4/20/20', '4/20/20', '4/20/20', '4/20/20', '4/20/20', '4/20/20', '4/20/20', '4/20/20', '4/19/20', '4/19/20', '4/19/20', '4/19/20', '4/18/20', '4/18/20', '4/18/20', '4/18/20', '4/18/20', '4/18/20', '4/17/20', '4/17/20', '4/17/20', '4/17/20', '4/17/20', '4/17/20', '4/17/20', '4/16/20', '4/16/20', '4/16/20', '4/15/20', '4/15/20', '4/15/20', '4/15/20', '4/15/20', '4/15/20', '4/15/20', '4/15/20', '4/15/20', '4/14/20', '4/14/20', '4/14/20', '4/14/20', '4/14/20', '4/14/20', '4/14/20', '4/14/20', '4/12/20', '4/12/20', '4/10/20', '4/9/20', '4/9/20', '4/9/20', '4/9/20', '4/9/20', '4/8/20', '4/8/20', '4/8/20', '4/8/20', '4/8/20', '4/7/20', '4/7/20', '4/7/20', '4/7/20', '4/7/20', '4/7/20', '4/7/20', '4/7/20', '4/6/20', '4/6/20', '4/6/20', '4/6/20', '4/5/20', '4/5/20', '4/4/20', '4/4/20', '4/4/20', '4/4/20', '4/4/20', '4/4/20', '4/3/20', '4/3/20', '4/3/20', '4/3/20', '4/3/20', '4/2/20', '4/2/20', '4/2/20', '4/2/20', '4/2/20', '4/1/20', '4/1/20', '4/1/20', '4/1/20', '4/1/20', '4/1/20', '4/1/20', '4/1/20', '4/1/20', '3/31/20', '3/31/20', '3/31/20', '3/31/20', '3/31/20', '3/30/20', '3/30/20', '3/29/20', '3/29/20', '3/29/20', '3/29/20', '3/29/20', '3/29/20', '3/28/20', '3/28/20', '3/28/20', '3/28/20', '3/28/20', '3/27/20', '3/27/20', '3/27/20', '3/27/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/26/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/25/20', '3/24/20', '3/24/20', '3/24/20', '3/24/20', '3/24/20', '3/24/20', '3/24/20', '3/24/20', '3/24/20', '3/23/20', '3/23/20', '3/23/20', '3/23/20', '3/23/20', '3/23/20', '3/23/20', '3/23/20', '3/22/20', '3/22/20', '3/22/20', '3/22/20', '3/22/20', '3/22/20', '3/22/20', '3/22/20', '3/22/20', '3/21/20', '3/21/20', '3/21/20', '3/21/20', '3/21/20', '3/21/20', '3/21/20', '3/21/20', '3/20/20', '3/20/20', '3/20/20', '3/20/20']",1100.0,2005-09-19
The Last Dance,series,4,['Documentary'],22.589,"['Michael Jordan', 'Scottie Pippen', 'Dennis Rodman', 'Steve Kerr', 'Phil Jackson']",,"['1/5/21', '1/5/21', '1/2/21', '1/1/21']",79525.0,2020-04-19
Rick and Morty,series,4,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Action & Adventure']",231.084,"['Justin Roiland', 'Chris Parnell', 'Spencer Grammer', 'Sarah Chalke']",,"['12/14/20', '8/28/19', '7/11/19', '6/28/19']",60625.0,2013-12-02
Exorcist,series,2,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Mystery', 'Drama', 'Action & Adventure']",53.464,"['Jun Fukuyama', 'Keiji Fujiwara', 'Hiroshi Kamiya', 'Akeno Watanabe']",,"['12/6/20', '12/6/20']",38464.0,2011-04-17
Mission,series,1,"['Reality', 'Comedy']",72.142,"['Kim Young-cheol', 'Min Kyung-hoon', 'Kang Ho-dong', 'Lee Su-geun', 'Kim Hee-chul', 'Seo Jang-hoon', 'Lee Sang-min']",,['11/19/20'],70672.0,2015-12-05
The Queen's Gambit,series,3,['Drama'],51.65,"['Anya Taylor-Joy', 'Chloe Pirrie']",,"['10/28/20', '10/26/20', '10/26/20']",87739.0,2020-10-23
Friends,series,215,"['Comedy', 'Drama']",211.734,"['Jennifer Aniston', 'Courteney Cox', 'Lisa Kudrow', 'Matt LeBlanc', 'Matthew Perry', 'David Schwimmer']",,"['10/6/20', '10/6/20', '8/24/20', '8/21/20', '8/21/20', '8/21/20', '8/20/20', '8/20/20', '8/20/20', '8/20/20', '8/20/20', '8/20/20', '8/17/20', '8/17/20', '8/15/20', '8/14/20', '8/14/20', '8/14/20', '8/13/20', '8/13/20', '8/13/20', '8/12/20', '8/12/20', '8/12/20', '7/19/20', '7/19/20', '7/19/20', '7/19/20', '7/18/20', '7/18/20', '7/17/20', '7/17/20', '7/17/20', '7/17/20', '7/16/20', '7/16/20', '7/16/20', '7/15/20', '7/15/20', '7/15/20', '7/15/20', '7/15/20', '7/15/20', '7/15/20', '7/14/20', '7/14/20', '7/14/20', '7/14/20', '7/14/20', '7/14/20', '7/14/20', '7/14/20', '7/9/20', '7/9/20', '7/8/20', '7/8/20', '7/8/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/7/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/6/20', '7/5/20', '7/5/20', '7/5/20', '7/5/20', '7/5/20', '7/5/20', '7/5/20', '7/5/20', '7/5/20', '7/4/20', '7/4/20', '7/4/20', '7/3/20', '7/3/20', '7/3/20', '7/3/20', '7/2/20', '7/2/20', '7/2/20', '7/1/20', '7/1/20', '6/30/20', '6/30/20', '6/30/20', '6/29/20', '6/29/20', '6/29/20', '6/29/20', '6/29/20', '6/29/20', '6/29/20', '6/29/20', '6/28/20', '6/28/20', '6/27/20', '6/26/20', '6/26/20', '6/26/20', '6/25/20', '6/25/20', '6/25/20', '6/25/20', '6/25/20', '6/24/20', '6/24/20', '6/24/20', '6/24/20', '6/24/20', '6/24/20', '6/24/20', '6/24/20', '6/24/20', '6/23/20', '6/23/20', '6/23/20', '6/23/20', '6/23/20', '6/23/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/22/20', '6/21/20', '6/21/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/20/20', '6/19/20', '6/19/20', '6/18/20', '6/18/20', '6/18/20', '6/18/20', '6/18/20', '6/17/20', '6/17/20', '6/17/20', '6/17/20', '6/17/20', '6/16/20', '6/16/20', '6/16/20', '6/15/20', '6/15/20', '6/14/20', '6/12/20', '6/10/20', '6/10/20', '6/10/20', '6/9/20', '6/9/20', '6/9/20', '6/8/20', '6/8/20', '6/8/20', '6/8/20', '6/8/20', '6/8/20', '6/7/20', '6/7/20', '6/7/20', '6/7/20', '6/7/20', '6/7/20', '6/7/20', '6/6/20', '6/6/20', '6/5/20', '6/5/20', '6/5/20', '6/5/20', '6/4/20', '6/4/20', '6/4/20', '6/3/20', '6/3/20', '6/3/20', '6/2/20', '6/2/20', '6/2/20', '3/10/20']",1668.0,1994-09-22
Sex Education,series,8,"['Comedy', 'Drama']",149.903,"['Asa Butterfield', 'Gillian Anderson', 'Ncuti Gatwa', 'Emma Mackey', 'Connor Swindells', 'Kedar Williams-Stirling', 'Alistair Petrie', 'Mimi Keene', 'Aimee Lou Wood', 'Chaneil Kular']",,"['8/25/20', '8/18/20', '8/18/20', '8/16/20', '8/13/20', '8/13/20', '5/16/20', '5/10/20']",81356.0,2019-01-11
Homeland,series,84,"['Drama', 'War & Politics']",90.77,"['Claire Danes', 'Maury Sterling', 'Numan Acar', 'Nimrat Kaur', 'Mandy Patinkin', 'Linus Roache', 'Costa Ronin']",,"['5/30/20', '5/29/20', '5/29/20', '5/29/20', '5/28/20', '5/27/20', '5/26/20', '5/25/20', '5/24/20', '5/23/20', '5/22/20', '5/20/20', '5/18/20', '5/15/20', '5/15/20', '5/15/20', '5/14/20', '5/14/20', '5/13/20', '5/12/20', '5/12/20', '5/11/20', '5/11/20', '5/8/20', '5/8/20', '5/7/20', '5/7/20', '5/6/20', '5/6/20', '5/6/20', '5/6/20', '5/5/20', '5/5/20', '5/5/20', '5/4/20', '5/4/20', '5/4/20', '5/4/20', '5/3/20', '5/3/20', '5/3/20', '5/3/20', '5/3/20', '5/3/20', '5/3/20', '5/3/20', '5/1/20', '5/1/20', '5/1/20', '4/30/20', '4/30/20', '4/29/20', '4/29/20', '4/29/20', '4/28/20', '4/28/20', '4/28/20', '4/27/20', '4/27/20', '4/27/20', '4/26/20', '4/26/20', '4/26/20', '4/25/20', '4/25/20', '4/25/20', '4/25/20', '4/25/20', '4/24/20', '4/24/20', '4/24/20', '4/24/20', '4/22/20', '4/22/20', '4/22/20', '4/21/20', '4/21/20', '4/21/20', '4/20/20', '4/20/20', '4/20/20', '4/19/20', '4/19/20', '4/19/20']",1407.0,2011-10-02
Money Heist,series,19,"['Crime', 'Drama']",75.151,"['Álvaro Morte', 'Pedro Alonso', 'Úrsula Corberó', 'Itziar Ituño', 'Jaime Lorente', 'Miguel Herrán', 'Esther Acebo', 'Najwa Nimri', 'Rodrigo de la Serna', 'Darko Peric']",,"['4/17/20', '4/17/20', '4/14/20', '4/12/20', '4/11/20', '4/11/20', '4/9/20', '4/9/20', '4/6/20', '11/5/19', '11/5/19', '8/13/19', '8/3/19', '7/31/19', '7/31/19', '7/28/19', '7/28/19', '7/26/19', '7/23/19']",71446.0,2017-05-02
You,series,11,"['Mystery', 'Crime', 'Drama']",104.721,"['Penn Badgley', 'Charlotte Ritchie', 'Tilly Keeper', 'Amy-Leigh Hickman', 'Ed Speleers', 'Lukas Gage']",,"['3/19/20', '3/19/20', '3/18/20', '3/18/20', '3/17/20', '3/14/20', '3/12/20', '3/12/20', '3/10/20', '3/10/20', '3/9/20']",78191.0,2018-09-09
Sherlock,series,8,"['Crime', 'Drama', 'Mystery']",81.632,"['Benedict Cumberbatch', 'Martin Freeman', 'Una Stubbs', 'Rupert Graves', 'Louise Brealey', 'Mark Gatiss', 'Andrew Scott', 'Amanda Abbington']",,"['3/15/20', '2/22/20', '1/11/20', '1/11/20', '1/2/20', '12/30/19', '9/17/19', '5/23/19']",19885.0,2010-07-25
Lost in Space,series,2,['Sci-Fi & Fantasy'],54.198,"['Guy Williams', 'June Lockhart', 'Mark Goddard', 'Marta Kristen', 'Angela Cartwright', 'Bill Mumy', 'Jonathan Harris', 'Dick Tufeld', 'Bob May']",,"['12/26/19', '12/26/19']",3051.0,1965-09-15
The End of the F***ing World,series,8,"['Comedy', 'Drama', 'Crime']",27.548,"['Alex Lawther', 'Jessica Barden', 'Naomi Ackie', 'Josh Dylan']",,"['12/12/19', '12/3/19', '12/3/19', '11/25/19', '11/22/19', '11/21/19', '11/19/19', '11/13/19']",74577.0,2017-10-24
BoJack Horseman,series,3,"['Animation', 'Comedy', 'Drama']",83.694,"['Will Arnett', 'Aaron Paul', 'Alison Brie', 'Amy Sedaris', 'Paul F. Tompkins']",,"['5/23/19', '5/22/19', '5/19/19']",61222.0,2014-08-22
